,neighbourhood,property_type,room_type,max_capacity(pax),bathrooms,bedrooms,price,cancellation_policy,Distance_from_center(m),Perc_Utilities,Perc_extra
7210,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,149,0,2111.5127197105608,0.8333333333333334,0.1428571428571428
7211,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,6,2.0,2.0,296,1,1910.7233693622345,0.6666666666666666,0.0
7212,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,0.0,124,2,1612.068365184773,0.8333333333333334,0.0
7213,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,130,1,1711.8275040310004,0.5,0.0
7214,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,99,2,3391.575554519873,0.6666666666666666,0.1428571428571428
7215,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,125,2,3320.576798181784,0.5,0.0
7216,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2.0,2.0,350,0,1463.0359718479715,0.6666666666666666,0.0
7217,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,65,2,2364.995840403514,0.5,0.0
7218,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,95,1,3030.50759818947,0.5,0.0
7219,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,1,1961.4691595726424,0.3333333333333333,0.0
7220,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,110,2,2160.287768854861,0.5,0.0
7221,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,1.0,139,1,2016.0410445920384,0.5,0.0
7222,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,69,1,2110.2421017287465,0.8333333333333334,0.0
7223,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,2.0,89,2,1864.7095783559405,0.6666666666666666,0.0
7224,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.5,1.0,130,1,2286.176784637761,0.8333333333333334,0.0
7225,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,95,0,1879.6543919104363,0.5,0.1428571428571428
7226,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,2,1664.6723257766428,0.5,0.0
7227,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,100,1,3153.7882725780987,0.8333333333333334,0.1428571428571428
7228,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,130,1,2388.1491830970435,0.6666666666666666,0.1428571428571428
7229,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,120,1,1572.74192490914,0.5,0.0
7230,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,150,0,2011.1547053741824,0.8333333333333334,0.0
7231,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.5,2.0,139,1,3239.2980731083226,0.6666666666666666,0.0
7232,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,1.0,125,2,1479.3622189314265,0.3333333333333333,0.1428571428571428
7233,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,60,1,2893.758995415462,0.0,0.0
7234,De Pijp - Rivierenbuurt,House,Private room,2,1.0,1.0,120,1,1954.381309267068,0.5,0.1428571428571428
7235,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.5,1.0,100,2,2529.878980088288,0.6666666666666666,0.0
7236,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,125,2,2306.925986987002,0.8333333333333334,0.0
7237,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,99,2,2308.594140184813,0.6666666666666666,0.0
7238,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,110,1,2251.499853982413,0.8333333333333334,0.0
7239,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,100,0,1523.485432519234,0.6666666666666666,0.0
7240,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,87,1,1905.0158249560648,0.5,0.0
7241,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,146,1,2090.586732362532,0.8333333333333334,0.1428571428571428
7242,De Pijp - Rivierenbuurt,Apartment,Private room,4,1.0,1.0,146,2,2977.2947899831347,1.0,0.2857142857142857
7243,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,112,2,2051.580940915052,0.6666666666666666,0.0
7244,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,0.5,1.0,199,0,1630.943189076394,0.8333333333333334,0.1428571428571428
7245,De Pijp - Rivierenbuurt,Apartment,Private room,1,1.0,1.0,44,1,3131.4815069217616,0.5,0.1428571428571428
7246,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,80,1,2957.064391158159,0.5,0.0
7247,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,119,1,1531.8669184881803,0.8333333333333334,0.0
7248,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,220,1,2020.0205847681336,0.8333333333333334,0.0
7249,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,130,2,1741.630383004113,0.1666666666666666,0.0
7250,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,139,1,2289.315147889493,0.8333333333333334,0.0
7251,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,1,2414.759162620813,0.6666666666666666,0.1428571428571428
7252,De Pijp - Rivierenbuurt,Apartment,Private room,2,2.0,1.0,80,2,1727.5380586036788,0.6666666666666666,0.0
7253,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.5,1.0,125,2,2208.932293548985,0.6666666666666666,0.1428571428571428
7254,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,1,1499.670271221925,0.6666666666666666,0.1428571428571428
7255,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,169,2,1517.8429404762385,0.6666666666666666,0.0
7256,De Pijp - Rivierenbuurt,Apartment,Private room,3,1.5,1.0,70,0,2713.4014843781742,0.8333333333333334,0.1428571428571428
7257,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,123,1,1591.9566219725557,0.6666666666666666,0.1428571428571428
7258,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,45,0,1925.1820167383448,0.6666666666666666,0.0
7259,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,125,1,2128.0142347831,0.6666666666666666,0.0
7260,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.5,1.0,75,1,1796.4990725674609,0.0,0.0
7261,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.5,2.0,195,2,2482.04254647265,0.6666666666666666,0.0
7262,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,3.0,235,0,2966.3298659498314,0.6666666666666666,0.1428571428571428
7263,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,128,1,1359.47466319099,0.5,0.2857142857142857
7264,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,181,1,1993.5071026261228,0.6666666666666666,0.0
7265,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,139,1,1497.5493329567014,0.6666666666666666,0.0
7266,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,1.0,95,1,3106.219734545722,0.5,0.1428571428571428
7267,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,3.0,165,1,2159.7755532118,0.8333333333333334,0.0
7268,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,136,2,1571.1167480816257,0.5,0.1428571428571428
7269,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,120,1,3297.832149804153,0.8333333333333334,0.0
7270,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,300,1,1847.6859560750167,0.6666666666666666,0.0
7271,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,2,2082.1085388829133,0.6666666666666666,0.0
7272,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,99,1,1709.2736450976754,0.6666666666666666,0.0
7273,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,1,1623.3966463825204,0.6666666666666666,0.1428571428571428
7274,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1.0,171,0,1837.097319062044,0.6666666666666666,0.0
7275,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,85,0,2034.3737232198207,0.6666666666666666,0.0
7276,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,95,2,2491.610321911701,0.6666666666666666,0.0
7277,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,111,1,2546.0646902723265,0.6666666666666666,0.0
7278,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,110,1,2158.527261536861,1.0,0.2857142857142857
7279,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,2,2650.0711026698546,0.6666666666666666,0.1428571428571428
7280,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,2,1718.9953305768836,0.6666666666666666,0.0
7281,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,1,2036.1088690976967,0.6666666666666666,0.0
7282,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,136,0,1822.971063901016,0.8333333333333334,0.0
7283,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,68,0,1428.7568670388273,0.6666666666666666,0.0
7284,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,2,2064.9445771971027,0.6666666666666666,0.0
7285,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,70,2,3493.4774530127447,0.6666666666666666,0.1428571428571428
7286,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,75,1,2362.9857139494643,0.3333333333333333,0.0
7287,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,8,2.0,4.0,251,2,2833.116541324793,0.8333333333333334,0.0
7288,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.0,3.0,200,1,2984.632007750248,0.5,0.1428571428571428
7289,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.5,3.0,120,2,2634.341298745041,0.3333333333333333,0.0
7290,De Pijp - Rivierenbuurt,House,Entire home/apt,4,1.0,3.0,226,0,2057.767348222527,0.8333333333333334,0.1428571428571428
7291,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,90,2,1553.3066905897597,0.6666666666666666,0.0
7292,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,165,2,1975.780072071228,0.8333333333333334,0.1428571428571428
7293,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,46,1,2019.462655204564,0.8333333333333334,0.2857142857142857
7294,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,136,0,2839.428342442884,0.6666666666666666,0.0
7295,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,150,1,2270.91855923618,0.8333333333333334,0.0
7296,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,193,0,1410.6368089347895,0.8333333333333334,0.1428571428571428
7297,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,95,0,3300.290553683849,0.5,0.0
7298,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,130,1,1830.9484275701764,0.6666666666666666,0.0
7299,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,0,1989.323443772254,0.6666666666666666,0.0
7300,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,2,1692.214349680713,0.6666666666666666,0.0
7301,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1.0,149,0,1386.253203503605,0.8333333333333334,0.2857142857142857
7302,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,180,0,1985.758785163773,0.6666666666666666,0.1428571428571428
7303,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,90,2,2141.513922874346,0.6666666666666666,0.1428571428571428
7304,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,115,1,1997.1129738644715,0.8333333333333334,0.0
7305,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,1,1534.4703491217292,0.8333333333333334,0.0
7306,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,1,1638.4420466750244,0.6666666666666666,0.0
7307,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,1.0,160,2,1386.7461600624608,0.8333333333333334,0.1428571428571428
7308,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2.0,2.0,130,0,2055.87610146601,0.8333333333333334,0.0
7309,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,8,1.0,3.0,251,2,2190.748761295922,0.8333333333333334,0.1428571428571428
7310,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,1,1441.0054274590707,0.8333333333333334,0.0
7311,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,60,2,1592.0673707397837,0.5,0.0
7312,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,130,1,2892.7821869526283,0.6666666666666666,0.1428571428571428
7313,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,89,0,2278.4662157781563,0.6666666666666666,0.0
7314,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,180,0,2031.6779918441007,0.6666666666666666,0.0
7315,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2.5,2.0,210,1,1720.4781736627554,0.6666666666666666,0.0
7316,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,80,2,3054.31956467146,0.3333333333333333,0.0
7317,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,110,0,2977.482766261101,0.8333333333333334,0.4285714285714285
7318,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,75,0,1590.178462944657,0.5,0.0
7319,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2.0,145,1,1505.2512470638458,1.0,0.1428571428571428
7320,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,90,2,3308.7506054216387,0.8333333333333334,0.0
7321,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,0,1599.8595168305783,0.8333333333333334,0.1428571428571428
7322,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,84,1,2229.719580805065,0.6666666666666666,0.1428571428571428
7323,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,100,1,1670.1083385661975,0.6666666666666666,0.1428571428571428
7324,De Pijp - Rivierenbuurt,Apartment,Private room,2,2.0,1.0,37,2,2231.829469552905,0.6666666666666666,0.0
7325,De Pijp - Rivierenbuurt,House,Entire home/apt,2,1.5,2.0,136,2,2822.382707193724,0.5,0.0
7326,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,95,2,2655.015317126948,0.6666666666666666,0.0
7327,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,3.0,159,1,3091.568659069801,0.6666666666666666,0.0
7328,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,124,1,1970.4932463867904,0.8333333333333334,0.0
7329,De Pijp - Rivierenbuurt,House,Entire home/apt,2,1.0,1.0,65,2,1639.1228364084943,0.6666666666666666,0.0
7330,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2.0,199,1,1838.4430753769009,0.6666666666666666,0.0
7331,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.0,3.0,200,0,1898.7957243043008,0.3333333333333333,0.0
7332,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,80,0,1881.7925107788128,0.3333333333333333,0.0
7333,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,98,0,2841.6014647291986,0.5,0.0
7334,De Pijp - Rivierenbuurt,Apartment,Private room,1,1.0,1.0,50,2,2325.287879934625,0.6666666666666666,0.0
7335,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,280,0,1452.9811278845525,0.8333333333333334,0.1428571428571428
7336,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,139,2,1716.8995437647045,0.8333333333333334,0.0
7337,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,6,1.0,3.0,276,1,1582.9133078169564,0.6666666666666666,0.0
7338,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,120,2,1457.2668896957005,0.8333333333333334,0.1428571428571428
7339,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,139,0,1564.9996187062536,0.5,0.0
7340,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,58,1,3390.9549687316003,0.5,0.0
7341,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,100,2,1610.7134928251971,0.3333333333333333,0.0
7342,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,85,0,2040.9598303560813,0.6666666666666666,0.1428571428571428
7343,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,95,2,2989.764742156319,0.5,0.0
7344,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,137,1,2287.04254779158,0.5,0.0
7345,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,89,0,2115.70290593973,0.6666666666666666,0.0
7346,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,3.0,190,1,3102.515860592721,0.6666666666666666,0.0
7347,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1.0,115,1,2752.0790865639424,0.5,0.0
7348,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1.0,195,1,1605.5510791177744,1.0,0.1428571428571428
7349,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,3.0,175,0,2114.62967879078,0.6666666666666666,0.0
7350,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,130,1,1853.298049803428,0.6666666666666666,0.0
7351,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,6,1.5,3.0,300,2,2807.454058593398,0.5,0.0
7352,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1.0,125,2,1390.4663371256586,0.8333333333333334,0.0
7353,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,149,2,1475.78624891178,0.8333333333333334,0.0
7354,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,0.0,85,1,2090.6902901767608,0.6666666666666666,0.0
7355,De Pijp - Rivierenbuurt,Apartment,Private room,1,1.0,1.0,55,1,3102.0252066779626,0.5,0.0
7356,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,1.0,113,1,1605.9721659306565,0.8333333333333334,0.1428571428571428
7357,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,70,0,2878.573934866642,0.8333333333333334,0.0
7358,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,160,2,1798.9479371097846,0.6666666666666666,0.0
7359,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,85,1,2035.1964157595733,0.6666666666666666,0.0
7360,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,2,3289.7207445749127,0.8333333333333334,0.0
7361,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,171,2,2196.045508583624,0.8333333333333334,0.0
7362,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,200,0,1524.0400404364011,0.8333333333333334,0.1428571428571428
7363,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2.0,181,0,1815.9671534236568,0.8333333333333334,0.2857142857142857
7364,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,96,2,1627.2513736787414,0.6666666666666666,0.0
7365,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,84,1,1817.526559945824,0.5,0.0
7366,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,1,2128.442152528565,0.6666666666666666,0.0
7367,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,120,2,1480.6336037602568,0.6666666666666666,0.0
7368,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,100,1,2070.2577887688,0.5,0.0
7369,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,3.0,350,1,2297.2462162274915,0.8333333333333334,0.0
7370,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,1.0,72,2,2152.850860482691,0.3333333333333333,0.1428571428571428
7371,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,150,1,2190.701567961739,0.5,0.0
7372,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.5,3.0,150,0,1981.198927510037,0.5,0.0
7373,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,169,1,1426.652428699851,0.6666666666666666,0.0
7374,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,0,1483.6870001574664,0.6666666666666666,0.0
7375,De Pijp - Rivierenbuurt,House,Entire home/apt,8,3.0,4.0,331,0,1416.8638775013849,0.6666666666666666,0.0
7376,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,70,1,2911.972831870772,0.5,0.1428571428571428
7377,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1.5,3.0,251,0,2792.851071442941,0.8333333333333334,0.0
7378,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,2,1369.713231377132,0.8333333333333334,0.1428571428571428
7379,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,105,1,3250.364142947124,0.6666666666666666,0.0
7380,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,77,1,2152.4276023460984,0.6666666666666666,0.0
7381,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,0,1621.3657963484568,0.8333333333333334,0.0
7382,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,75,1,1838.3119439028376,0.8333333333333334,0.0
7383,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,0.0,139,1,1550.1915491219931,0.5,0.0
7384,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,139,0,2664.743289639711,0.8333333333333334,0.1428571428571428
7385,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1.0,2.0,168,0,1480.8117200979636,0.8333333333333334,0.2857142857142857
7386,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,105,0,2694.740660428742,0.8333333333333334,0.1428571428571428
7387,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,230,0,3101.6907418410706,0.8333333333333334,0.1428571428571428
7388,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,1,1472.2856803878797,0.6666666666666666,0.0
7389,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,95,0,1496.753670567613,0.8333333333333334,0.1428571428571428
7390,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2.0,99,1,2319.691034439307,0.8333333333333334,0.0
7391,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,216,0,1455.4525700534248,0.8333333333333334,0.0
7392,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,150,0,2063.4908531901965,0.6666666666666666,0.0
7393,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,0,2234.9577768352947,0.6666666666666666,0.0
7394,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,110,0,2233.4355142892746,0.8333333333333334,0.1428571428571428
7395,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,2,2292.616276003435,0.5,0.0
7396,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,175,1,2736.694231096933,0.8333333333333334,0.0
7397,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,80,1,1728.3345005185888,0.6666666666666666,0.0
7398,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,120,1,2137.679102216005,0.6666666666666666,0.0
7399,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,2,1761.8641327829766,0.6666666666666666,0.1428571428571428
7400,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,3.0,110,1,1623.5188395951218,0.8333333333333334,0.1428571428571428
7401,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2.0,226,1,1662.323826920529,0.1666666666666666,0.1428571428571428
7402,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,160,1,1527.0295116076577,0.6666666666666666,0.1428571428571428
7403,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,90,1,1491.254829417948,0.8333333333333334,0.0
7404,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,111,0,1559.9878358457297,0.6666666666666666,0.0
7405,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,100,0,3319.8983255605767,0.6666666666666666,0.0
7406,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,0.0,120,1,1704.7107019023824,0.5,0.1428571428571428
7407,De Pijp - Rivierenbuurt,Apartment,Private room,2,1.0,1.0,50,2,2457.637807022627,0.6666666666666666,0.0
7408,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,1.0,100,2,1464.514366843429,0.5,0.0
7409,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,150,2,2051.7766046131032,0.6666666666666666,0.0
7410,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.0,2.0,116,1,1880.1629583599024,0.5,0.1428571428571428
7411,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,99,1,1613.300548977461,0.6666666666666666,0.0
7412,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,129,1,2332.886728109127,0.6666666666666666,0.0
7413,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,3.0,140,2,3033.2189793521825,0.6666666666666666,0.0
7414,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.0,1.0,140,0,2162.813735494908,0.6666666666666666,0.0
7415,De Pijp - Rivierenbuurt,Bed & Breakfast,Private room,1,1.0,1.0,65,2,2653.311855173449,0.8333333333333334,0.1428571428571428
